PRINTERNAME	LABELFILE	MATNR	KTXT	WEDAT	EBELN	EBELP	BSTMG	BSTME	LGORT	SSNA	EXPDAT	MUNDAT
UDI_PRINTER_VN	Glue_rack_label.btw	212112	Therm.Trans.Ribbon Armor AXR7+110mm_300m	20251009	7000000309	0	1	PCS	0027	WH2-MAT-FLOW-R4	20260930	20250930
